"site","state","county","wyear","count2","epi_year","lambda","epi.phase","site.status","mean_early_temp_global","log_early_vpd_global","pre.wns.colony.size","ext_sim_pre_count","mylu.count"
"pe4yI9f","MO","MARION",2015,6,1,1.44224957,"Invasion","Declining",NA,NA,1,1,NA
"pe4yI9f","MO","MARION",2017,2,3,0.577350269,"Invasion","Declining",NA,NA,1,1,NA
"PYDU70Y","TN","BLOUNT",2007,5482,-5,0.835031764,"Pre-invasion","Declining",8.977668712,-3.187932769,7435,7435,NA
"PYDU70Y","TN","BLOUNT",2009,7984,-3,1.206815136,"Pre-invasion","Declining",8.977668712,-3.187932769,7435,7435,NA
"PYDU70Y","TN","BLOUNT",2011,7436,-1,0.965071358,"Pre-invasion","Declining",8.977668712,-3.187932769,7435,7435,640
"PYDU70Y","TN","BLOUNT",2013,9077,1,1.104845312,"Invasion","Declining",8.977668712,-3.187932769,7435,7435,560
"PYDU70Y","TN","BLOUNT",2014,1754,2,0.193235651,"Invasion","Declining",8.977668712,-3.187932769,7435,7435,487
"PYDU70Y","TN","BLOUNT",2015,1118,3,0.637400228,"Invasion","Declining",8.977668712,-3.187932769,7435,7435,28
"PYDU70Y","TN","BLOUNT",2017,747,5,0.81740897,"Invasion","Declining",8.977668712,-3.187932769,7435,7435,NA
"PYDU70Y","TN","BLOUNT",2019,737,7,0.993284007,"Established","Declining",8.977668712,-3.187932769,7435,7435,NA
"WoZv3Xy","MO","FRANKLIN",2017,13,0,0.801839867,"Pre-invasion",NA,NA,NA,NA,NA,NA
"fyTzPpJ","NY","ULSTER",2010,874,2,NA,"Invasion","Declining",NA,NA,NA,873,NA
"fyTzPpJ","NY","ULSTER",2011,719,3,0.822654462,"Invasion","Declining",NA,NA,NA,873,323
"fyTzPpJ","NY","ULSTER",2013,367,5,0.714444648,"Invasion","Declining",NA,NA,NA,873,NA
"fyTzPpJ","NY","ULSTER",2015,151,7,0.641439118,"Established","Declining",NA,NA,NA,873,NA
"fyTzPpJ","NY","ULSTER",2017,138,9,0.955984981,"Established","Declining",NA,NA,NA,873,NA
"SH0errJ","NY","ULSTER",2003,12265,-5,1.266533348,"Pre-invasion","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2005,15439,-3,1.121955953,"Pre-invasion","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2007,24318,-1,1.255030683,"Pre-invasion","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2008,23018,0,0.946541656,"Pre-invasion","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2009,17256,1,0.749674168,"Invasion","Persisting",4.071239733,-1.473988638,24317,24317,5679
"SH0errJ","NY","ULSTER",2010,8153,2,0.472473343,"Invasion","Persisting",4.071239733,-1.473988638,24317,24317,4749
"SH0errJ","NY","ULSTER",2011,6390,3,0.783760579,"Invasion","Persisting",4.071239733,-1.473988638,24317,24317,6767
"SH0errJ","NY","ULSTER",2013,3252,5,0.713386422,"Invasion","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2015,919,7,0.531596958,"Established","Persisting",4.071239733,-1.473988638,24317,24317,NA
"SH0errJ","NY","ULSTER",2017,1107,9,1.097529127,"Established","Persisting",4.071239733,-1.473988638,24317,24317,NA
"flHkGbD","NY","ULSTER",2003,763,-5,1.276848417,"Pre-invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2005,1029,-3,1.161302654,"Pre-invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2007,1004,-1,0.98777759,"Pre-invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2008,92,0,0.091633466,"Pre-invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2009,33,1,0.358695652,"Invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2010,27,2,0.818181818,"Invasion","Extirpated",4.55295765,-2.420724124,1003,1003,31
"flHkGbD","NY","ULSTER",2011,12,3,0.444444444,"Invasion","Extirpated",4.55295765,-2.420724124,1003,1003,24
"flHkGbD","NY","ULSTER",2013,5,5,0.645497224,"Invasion","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2015,2,7,0.632455532,"Established","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"flHkGbD","NY","ULSTER",2017,1,9,0.707106781,"Established","Extirpated",4.55295765,-2.420724124,1003,1003,NA
"7TxzmqE","NY","ULSTER",2010,399,2,NA,"Invasion","Declining",NA,NA,NA,398,NA
"7TxzmqE","NY","ULSTER",2011,231,3,0.578947368,"Invasion","Declining",NA,NA,NA,398,NA
"7TxzmqE","NY","ULSTER",2013,17,5,0.271280433,"Invasion","Declining",NA,NA,NA,398,NA
"7TxzmqE","NY","ULSTER",2017,2,9,0.585659603,"Established","Declining",NA,NA,NA,398,NA
"SxCejvX","NY","ULSTER",2009,4,1,1.25992105,"Invasion","Persisting",NA,NA,NA,3,NA
"SxCejvX","NY","ULSTER",2010,2,2,0.5,"Invasion","Persisting",NA,NA,NA,3,212
"SxCejvX","NY","ULSTER",2011,19,3,9.5,"Invasion","Persisting",NA,NA,NA,3,33
"SxCejvX","NY","ULSTER",2013,11,5,0.76088591,"Invasion","Persisting",NA,NA,NA,3,NA
"SxCejvX","NY","ULSTER",2015,2,7,0.426401433,"Established","Persisting",NA,NA,NA,3,NA
"9Fn37qG","NY","ULSTER",2010,2,2,NA,"Invasion","Declining",NA,NA,NA,1,NA
"ZA1HPyF","MO","SHANNON",2008,21,-2,0.925063446,"Pre-invasion","Persisting",NA,NA,20,20,NA
"ZA1HPyF","MO","SHANNON",2012,24,2,1.033946308,"Invasion","Persisting",NA,NA,20,20,NA
"ZA1HPyF","MO","SHANNON",2015,15,5,0.854987973,"Invasion","Persisting",NA,NA,20,20,NA
"332UF4K","KY","HART",2009,58,-4,0.641363795,"Pre-invasion","Declining",NA,NA,17,17,NA
"332UF4K","KY","HART",2011,18,-2,0.557086015,"Pre-invasion","Declining",NA,NA,17,17,NA
"332UF4K","KY","HART",2013,59,0,1.810463415,"Pre-invasion","Declining",NA,NA,17,17,NA
"332UF4K","KY","HART",2015,4,2,0.260377822,"Invasion","Declining",NA,NA,17,17,NA
"332UF4K","KY","HART",2019,2,6,0.840896415,"Established","Declining",NA,NA,17,17,NA
"C5eoXt7","VA","BATH",2009,2,-2,NA,"Pre-invasion","Persisting",NA,NA,1,1,1565
"C5eoXt7","VA","BATH",2011,1,0,0.707106781,"Pre-invasion","Persisting",NA,NA,1,1,NA
"C5eoXt7","VA","BATH",2015,6,4,2.449489743,"Invasion","Persisting",NA,NA,1,1,NA
"C5eoXt7","VA","BATH",2017,1,6,0.40824829,"Established","Persisting",NA,NA,1,1,NA
"C5eoXt7","VA","BATH",2019,5,8,2.236067977,"Established","Persisting",NA,NA,1,1,NA
"diFa9EE","TN","FENTRESS",2009,763,-4,0.728421618,"Pre-invasion","Persisting",NA,NA,875,875,NA
"diFa9EE","TN","FENTRESS",2011,876,-2,1.0714941,"Pre-invasion","Persisting",NA,NA,875,875,NA
"diFa9EE","TN","FENTRESS",2013,1049,0,1.094298216,"Pre-invasion","Persisting",NA,NA,875,875,260
"diFa9EE","TN","FENTRESS",2014,1098,1,1.046711153,"Invasion","Persisting",NA,NA,875,875,1193
"diFa9EE","TN","FENTRESS",2015,1352,2,1.23132969,"Invasion","Persisting",NA,NA,875,875,1024
"diFa9EE","TN","FENTRESS",2017,756,4,0.747777773,"Invasion","Persisting",NA,NA,875,875,NA
"diFa9EE","TN","FENTRESS",2019,885,6,1.081958835,"Established","Persisting",NA,NA,875,875,NA
"BBF4VF7","PA","CENTRE",2006,3,-2,1.44224957,"Pre-invasion","Extirpated",NA,NA,2,2,NA
"BBF4VF7","PA","CENTRE",2009,4,1,1.100642416,"Invasion","Extirpated",NA,NA,2,2,2572
"BBF4VF7","PA","CENTRE",2012,1,4,0.629960525,"Invasion","Extirpated",NA,NA,2,2,20
"n3lI1AW","IN","CRAWFORD",2007,49937,-4,0.953607558,"Pre-invasion","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2009,52598,-2,1.026297784,"Pre-invasion","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2011,64373,0,1.1062856,"Pre-invasion","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2013,56813,2,0.939446357,"Invasion","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2015,54240,4,0.977093173,"Invasion","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2017,50681,6,0.966635515,"Established","Persisting",9.329775171,NA,52597,52597,NA
"n3lI1AW","IN","CRAWFORD",2019,55096,8,1.042647358,"Established","Persisting",9.329775171,NA,52597,52597,NA
"k1dN0ny","TN","FENTRESS",2013,61,0,1.330422328,"Pre-invasion","Declining",NA,NA,NA,60,NA
"k1dN0ny","TN","FENTRESS",2015,40,2,0.80977633,"Invasion","Declining",NA,NA,NA,60,NA
"k1dN0ny","TN","FENTRESS",2017,18,4,0.670820393,"Invasion","Declining",NA,NA,NA,60,NA
"k1dN0ny","TN","FENTRESS",2019,12,6,0.816496581,"Established","Declining",NA,NA,NA,60,NA
"ZBoEw3G","TN","FENTRESS",2011,54,-2,0.855102343,"Pre-invasion","Declining",NA,NA,53,53,NA
"ZBoEw3G","TN","FENTRESS",2013,33,0,0.78173596,"Pre-invasion","Declining",NA,NA,53,53,NA
"ZBoEw3G","TN","FENTRESS",2015,19,2,0.758786911,"Invasion","Declining",NA,NA,53,53,NA
"ZBoEw3G","TN","FENTRESS",2017,17,4,0.945905303,"Invasion","Declining",NA,NA,53,53,NA
"ZBoEw3G","TN","FENTRESS",2019,15,6,0.939336437,"Established","Declining",NA,NA,53,53,NA
"MX7t9oy","IL",NA,2013,1926,0,1.067433634,"Pre-invasion","Persisting",8.159843559,-1.461140392,NA,1925,NA
"MX7t9oy","IL",NA,2014,1082,1,0.561786085,"Invasion","Persisting",8.159843559,-1.461140392,NA,1925,15038
"MX7t9oy","IL",NA,2015,388,2,0.358595194,"Invasion","Persisting",8.159843559,-1.461140392,NA,1925,16589
"MX7t9oy","IL",NA,2016,162,3,0.417525773,"Invasion","Persisting",8.159843559,-1.461140392,NA,1925,1192
"MX7t9oy","IL",NA,2018,38,5,0.484322105,"Invasion","Persisting",8.159843559,-1.461140392,NA,1925,NA
"MX7t9oy","IL",NA,2019,59,6,1.552631579,"Established","Persisting",8.159843559,-1.461140392,NA,1925,374
"MX7t9oy","IL",NA,2020,34,7,0.576271186,"Established","Persisting",8.159843559,-1.461140392,NA,1925,1050
"MX7t9oy","IL",NA,2021,66,8,1.941176471,"Established","Persisting",8.159843559,-1.461140392,NA,1925,1351
"MX7t9oy","IL",NA,2022,24,9,0.363636364,"Established","Persisting",8.159843559,-1.461140392,NA,1925,1189
